Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
headache,vomiting,high_fever,sweating,nausea,diarrhoea,chills,,,,,,,,,,,Malaria
diarrhoea,vomiting,sweating,high_fever,headache,muscle_pain,,,,,,,,,,,,Malaria
muscle_pain,vomiting,headache,diarrhoea,nausea,,,,,,,,,,,,,Malaria
headache,diarrhoea,vomiting,,,,,,,,,,,,,,,Malaria
diarrhoea,muscle_pain,sweating,vomiting,headache,high_fever,chills,,,,,,,,,,,Malaria
chills,vomiting,sweating,nausea,diarrhoea,high_fever,,,,,,,,,,,,Malaria
nausea,diarrhoea,sweating,high_fever,headache,muscle_pain,chills,,,,,,,,,,,Malaria
vomiting,nausea,muscle_pain,chills,diarrhoea,sweating,,,,,,,,,,,,Malaria
vomiting,sweating,nausea,high_fever,headache,muscle_pain,,,,,,,,,,,,Malaria
headache,high_fever,chills,sweating,nausea,,,,,,,,,,,,,Malaria
sweating,headache,diarrhoea,nausea,vomiting,,,,,,,,,,,,,Malaria
nausea,high_fever,muscle_pain,headache,sweating,,,,,,,,,,,,,Malaria
muscle_pain,chills,sweating,headache,high_fever,vomiting,diarrhoea,nausea,,,,,,,,,,Malaria
nausea,sweating,muscle_pain,headache,diarrhoea,chills,high_fever,vomiting,,,,,,,,,,Malaria
sweating,high_fever,diarrhoea,nausea,headache,,,,,,,,,,,,,Malaria
diarrhoea,high_fever,sweating,muscle_pain,nausea,vomiting,chills,,,,,,,,,,,Malaria
chills,vomiting,nausea,diarrhoea,,,,,,,,,,,,,,Malaria
headache,nausea,diarrhoea,chills,vomiting,muscle_pain,sweating,high_fever,,,,,,,,,,Malaria
vomiting,sweating,headache,,,,,,,,,,,,,,,Malaria
chills,diarrhoea,sweating,,,,,,,,,,,,,,,Malaria
vomiting,chills,high_fever,headache,muscle_pain,diarrhoea,sweating,,,,,,,,,,,Malaria
sweating,vomiting,nausea,high_fever,muscle_pain,,,,,,,,,,,,,Malaria
high_fever,vomiting,headache,diarrhoea,chills,sweating,nausea,muscle_pain,,,,,,,,,,Malaria
muscle_pain,diarrhoea,headache,high_fever,sweating,chills,,,,,,,,,,,,Malaria
high_fever,headache,diarrhoea,sweating,nausea,muscle_pain,vomiting,chills,,,,,,,,,,Malaria
sweating,diarrhoea,chills,muscle_pain,high_fever,vomiting,,,,,,,,,,,,Malaria
headache,vomiting,high_fever,chills,muscle_pain,nausea,,,,,,,,,,,,Malaria
nausea,high_fever,sweating,headache,,,,,,,,,,,,,,Malaria
muscle_pain,diarrhoea,sweating,,,,,,,,,,,,,,,Malaria
chills,diarrhoea,sweating,high_fever,vomiting,,,,,,,,,,,,,Malaria
nausea,vomiting,sweating,,,,,,,,,,,,,,,Malaria
diarrhoea,sweating,vomiting,nausea,muscle_pain,headache,chills,,,,,,,,,,,Malaria
vomiting,sweating,nausea,muscle_pain,high_fever,,,,,,,,,,,,,Malaria
red_spots_over_body,swelled_lymph_nodes,high_fever,loss_of_appetite,lethargy,phlegm,itching,,,,,,,,,,,Chicken pox
fatigue,high_fever,skin_rash,mild_fever,swelled_lymph_nodes,,,,,,,,,,,,,Chicken pox
phlegm,malaise,mild_fever,lethargy,headache,itching,skin_rash,,,,,,,,,,,Chicken pox
swelled_lymph_nodes,itching,fatigue,,,,,,,,,,,,,,,Chicken pox
high_fever,phlegm,fatigue,mild_fever,,,,,,,,,,,,,,Chicken pox
lethargy,skin_rash,fatigue,,,,,,,,,,,,,,,Chicken pox
mild_fever,lethargy,headache,,,,,,,,,,,,,,,Chicken pox
high_fever,mild_fever,headache,red_spots_over_body,itching,fatigue,swelled_lymph_nodes,skin_rash,malaise,,,,,,,,,Chicken pox
loss_of_appetite,skin_rash,swelled_lymph_nodes,mild_fever,fatigue,red_spots_over_body,malaise,,,,,,,,,,,Chicken pox
itching,skin_rash,lethargy,loss_of_appetite,mild_fever,red_spots_over_body,headache,phlegm,swelled_lymph_nodes,,,,,,,,,Chicken pox
phlegm,skin_rash,swelled_lymph_nodes,lethargy,mild_fever,malaise,headache,fatigue,high_fever,itching,,,,,,,,Chicken pox
phlegm,swelled_lymph_nodes,red_spots_over_body,,,,,,,,,,,,,,,Chicken pox
high_fever,mild_fever,phlegm,lethargy,,,,,,,,,,,,,,Chicken pox
itching,red_spots_over_body,lethargy,skin_rash,malaise,headache,mild_fever,fatigue,,,,,,,,,,Chicken pox
fatigue,high_fever,malaise,,,,,,,,,,,,,,,Chicken pox
loss_of_appetite,lethargy,itching,malaise,,,,,,,,,,,,,,Chicken pox
phlegm,mild_fever,malaise,fatigue,headache,loss_of_appetite,itching,skin_rash,high_fever,lethargy,red_spots_over_body,swelled_lymph_nodes,,,,,,Chicken pox
itching,headache,fatigue,,,,,,,,,,,,,,,Chicken pox
skin_rash,fatigue,mild_fever,lethargy,headache,high_fever,malaise,red_spots_over_body,swelled_lymph_nodes,loss_of_appetite,itching,,,,,,,Chicken pox
phlegm,loss_of_appetite,headache,,,,,,,,,,,,,,,Chicken pox
high_fever,itching,mild_fever,malaise,phlegm,,,,,,,,,,,,,Chicken pox
phlegm,mild_fever,lethargy,fatigue,headache,swelled_lymph_nodes,red_spots_over_body,malaise,loss_of_appetite,high_fever,itching,,,,,,,Chicken pox
swelled_lymph_nodes,fatigue,mild_fever,high_fever,,,,,,,,,,,,,,Chicken pox
swelled_lymph_nodes,headache,mild_fever,itching,loss_of_appetite,red_spots_over_body,skin_rash,,,,,,,,,,,Chicken pox
malaise,headache,phlegm,,,,,,,,,,,,,,,Chicken pox
headache,skin_rash,swelled_lymph_nodes,loss_of_appetite,lethargy,high_fever,,,,,,,,,,,,Chicken pox
swelled_lymph_nodes,fatigue,malaise,high_fever,headache,lethargy,mild_fever,red_spots_over_body,itching,loss_of_appetite,,,,,,,,Chicken pox
red_spots_over_body,skin_rash,itching,fatigue,swelled_lymph_nodes,loss_of_appetite,malaise,phlegm,headache,high_fever,lethargy,,,,,,,Chicken pox
itching,malaise,loss_of_appetite,mild_fever,,,,,,,,,,,,,,Chicken pox
malaise,phlegm,high_fever,itching,headache,skin_rash,red_spots_over_body,swelled_lymph_nodes,mild_fever,lethargy,loss_of_appetite,,,,,,,Chicken pox
mild_fever,red_spots_over_body,itching,headache,,,,,,,,,,,,,,Chicken pox
phlegm,loss_of_appetite,headache,itching,high_fever,mild_fever,swelled_lymph_nodes,malaise,fatigue,red_spots_over_body,lethargy,,,,,,,Chicken pox
skin_rash,phlegm,lethargy,swelled_lymph_nodes,loss_of_appetite,red_spots_over_body,mild_fever,high_fever,headache,fatigue,itching,,,,,,,Chicken pox
phlegm,swelled_lymph_nodes,loss_of_appetite,skin_rash,headache,mild_fever,lethargy,malaise,itching,high_fever,fatigue,,,,,,,Chicken pox
loss_of_appetite,swelled_lymph_nodes,headache,fatigue,mild_fever,red_spots_over_body,phlegm,high_fever,malaise,skin_rash,lethargy,,,,,,,Chicken pox
phlegm,headache,malaise,lethargy,swelled_lymph_nodes,mild_fever,high_fever,fatigue,red_spots_over_body,,,,,,,,,Chicken pox
mild_fever,loss_of_appetite,itching,malaise,high_fever,phlegm,swelled_lymph_nodes,red_spots_over_body,skin_rash,lethargy,,,,,,,,Chicken pox
high_fever,lethargy,red_spots_over_body,,,,,,,,,,,,,,,Chicken pox
itching,high_fever,swelled_lymph_nodes,malaise,fatigue,phlegm,loss_of_appetite,lethargy,,,,,,,,,,Chicken pox
fatigue,phlegm,high_fever,headache,lethargy,skin_rash,red_spots_over_body,swelled_lymph_nodes,,,,,,,,,,Chicken pox
malaise,loss_of_appetite,phlegm,lethargy,,,,,,,,,,,,,,Chicken pox
phlegm,headache,mild_fever,fatigue,,,,,,,,,,,,,,Chicken pox
phlegm,malaise,skin_rash,high_fever,itching,headache,swelled_lymph_nodes,lethargy,mild_fever,loss_of_appetite,,,,,,,,Chicken pox
headache,loss_of_appetite,red_spots_over_body,skin_rash,lethargy,phlegm,malaise,high_fever,,,,,,,,,,Chicken pox
red_spots_over_body,phlegm,loss_of_appetite,,,,,,,,,,,,,,,Chicken pox
high_fever,swelled_lymph_nodes,itching,,,,,,,,,,,,,,,Chicken pox
swelled_lymph_nodes,malaise,fatigue,headache,lethargy,skin_rash,itching,mild_fever,,,,,,,,,,Chicken pox
malaise,phlegm,swelled_lymph_nodes,skin_rash,lethargy,mild_fever,fatigue,loss_of_appetite,red_spots_over_body,itching,,,,,,,,Chicken pox
skin_rash,mild_fever,malaise,itching,loss_of_appetite,fatigue,swelled_lymph_nodes,lethargy,,,,,,,,,,Chicken pox
loss_of_appetite,fatigue,red_spots_over_body,mild_fever,lethargy,swelled_lymph_nodes,phlegm,high_fever,skin_rash,malaise,itching,,,,,,,Chicken pox
skin_rash,high_fever,loss_of_appetite,headache,phlegm,itching,,,,,,,,,,,,Chicken pox
loss_of_appetite,headache,red_spots_over_body,lethargy,malaise,fatigue,high_fever,itching,phlegm,,,,,,,,,Chicken pox
headache,malaise,mild_fever,fatigue,red_spots_over_body,,,,,,,,,,,,,Chicken pox
lethargy,phlegm,headache,,,,,,,,,,,,,,,Chicken pox
phlegm,skin_rash,red_spots_over_body,itching,lethargy,,,,,,,,,,,,,Chicken pox
fatigue,high_fever,itching,headache,skin_rash,phlegm,lethargy,swelled_lymph_nodes,malaise,mild_fever,red_spots_over_body,loss_of_appetite,,,,,,Chicken pox
swelled_lymph_nodes,phlegm,high_fever,red_spots_over_body,mild_fever,malaise,,,,,,,,,,,,Chicken pox
phlegm,red_spots_over_body,itching,loss_of_appetite,malaise,,,,,,,,,,,,,Chicken pox
fatigue,itching,high_fever,lethargy,malaise,red_spots_over_body,swelled_lymph_nodes,,,,,,,,,,,Chicken pox
skin_rash,loss_of_appetite,high_fever,,,,,,,,,,,,,,,Chicken pox
red_spots_over_body,back_pain,high_fever,chills,skin_rash,fatigue,headache,muscle_pain,vomiting,loss_of_appetite,pain_behind_the_eyes,nausea,joint_pain,,,,,Dengue
loss_of_appetite,chills,joint_pain,vomiting,red_spots_over_body,nausea,skin_rash,pain_behind_the_eyes,muscle_pain,fatigue,malaise,high_fever,,,,,,Dengue
headache,malaise,joint_pain,skin_rash,high_fever,pain_behind_the_eyes,loss_of_appetite,nausea,muscle_pain,chills,,,,,,,,Dengue
fatigue,muscle_pain,skin_rash,back_pain,red_spots_over_body,headache,malaise,pain_behind_the_eyes,joint_pain,chills,loss_of_appetite,,,,,,,Dengue
headache,back_pain,joint_pain,chills,red_spots_over_body,loss_of_appetite,vomiting,nausea,,,,,,,,,,Dengue
pain_behind_the_eyes,joint_pain,headache,fatigue,red_spots_over_body,high_fever,,,,,,,,,,,,Dengue
loss_of_appetite,joint_pain,vomiting,back_pain,muscle_pain,red_spots_over_body,malaise,headache,chills,pain_behind_the_eyes,,,,,,,,Dengue
malaise,loss_of_appetite,joint_pain,headache,red_spots_over_body,pain_behind_the_eyes,high_fever,skin_rash,fatigue,nausea,back_pain,vomiting,chills,muscle_pain,,,,Dengue
skin_rash,muscle_pain,high_fever,headache,back_pain,fatigue,nausea,malaise,pain_behind_the_eyes,joint_pain,chills,red_spots_over_body,loss_of_appetite,vomiting,,,,Dengue
skin_rash,muscle_pain,pain_behind_the_eyes,malaise,fatigue,,,,,,,,,,,,,Dengue
pain_behind_the_eyes,red_spots_over_body,vomiting,muscle_pain,malaise,back_pain,skin_rash,joint_pain,nausea,loss_of_appetite,chills,headache,,,,,,Dengue
nausea,malaise,back_pain,high_fever,joint_pain,headache,red_spots_over_body,vomiting,chills,muscle_pain,fatigue,skin_rash,,,,,,Dengue
headache,muscle_pain,skin_rash,,,,,,,,,,,,,,,Dengue
headache,vomiting,malaise,back_pain,muscle_pain,pain_behind_the_eyes,chills,,,,,,,,,,,Dengue
nausea,pain_behind_the_eyes,red_spots_over_body,high_fever,malaise,,,,,,,,,,,,,Dengue
headache,red_spots_over_body,skin_rash,pain_behind_the_eyes,muscle_pain,high_fever,,,,,,,,,,,,Dengue
pain_behind_the_eyes,malaise,red_spots_over_body,muscle_pain,loss_of_appetite,back_pain,skin_rash,fatigue,nausea,,,,,,,,,Dengue
nausea,skin_rash,vomiting,loss_of_appetite,back_pain,headache,muscle_pain,fatigue,malaise,pain_behind_the_eyes,,,,,,,,Dengue
skin_rash,vomiting,fatigue,nausea,headache,malaise,loss_of_appetite,muscle_pain,chills,pain_behind_the_eyes,joint_pain,back_pain,red_spots_over_body,,,,,Dengue
loss_of_appetite,joint_pain,nausea,back_pain,malaise,chills,red_spots_over_body,pain_behind_the_eyes,fatigue,high_fever,headache,vomiting,muscle_pain,skin_rash,,,,Dengue
skin_rash,joint_pain,nausea,pain_behind_the_eyes,vomiting,malaise,chills,muscle_pain,headache,loss_of_appetite,,,,,,,,Dengue
malaise,chills,muscle_pain,red_spots_over_body,nausea,high_fever,back_pain,fatigue,loss_of_appetite,vomiting,pain_behind_the_eyes,headache,joint_pain,skin_rash,,,,Dengue
high_fever,pain_behind_the_eyes,back_pain,joint_pain,malaise,,,,,,,,,,,,,Dengue
joint_pain,muscle_pain,malaise,skin_rash,headache,,,,,,,,,,,,,Dengue
fatigue,malaise,nausea,red_spots_over_body,joint_pain,chills,pain_behind_the_eyes,,,,,,,,,,,Dengue
skin_rash,pain_behind_the_eyes,fatigue,red_spots_over_body,nausea,muscle_pain,,,,,,,,,,,,Dengue
loss_of_appetite,muscle_pain,skin_rash,pain_behind_the_eyes,nausea,vomiting,red_spots_over_body,fatigue,high_fever,back_pain,,,,,,,,Dengue
headache,nausea,chills,pain_behind_the_eyes,back_pain,skin_rash,vomiting,fatigue,joint_pain,red_spots_over_body,,,,,,,,Dengue
loss_of_appetite,vomiting,skin_rash,joint_pain,back_pain,malaise,high_fever,red_spots_over_body,chills,headache,pain_behind_the_eyes,nausea,fatigue,,,,,Dengue
chills,headache,joint_pain,,,,,,,,,,,,,,,Dengue
back_pain,fatigue,pain_behind_the_eyes,red_spots_over_body,malaise,,,,,,,,,,,,,Dengue
muscle_pain,loss_of_appetite,joint_pain,nausea,pain_behind_the_eyes,high_fever,skin_rash,back_pain,malaise,red_spots_over_body,fatigue,chills,,,,,,Dengue
muscle_pain,headache,loss_of_appetite,chills,,,,,,,,,,,,,,Dengue
nausea,joint_pain,chills,fatigue,high_fever,loss_of_appetite,headache,,,,,,,,,,,Dengue
vomiting,malaise,red_spots_over_body,pain_behind_the_eyes,skin_rash,chills,loss_of_appetite,muscle_pain,high_fever,fatigue,joint_pain,,,,,,,Dengue
pain_behind_the_eyes,high_fever,fatigue,loss_of_appetite,red_spots_over_body,muscle_pain,joint_pain,malaise,headache,,,,,,,,,Dengue
loss_of_appetite,malaise,back_pain,nausea,muscle_pain,joint_pain,vomiting,high_fever,red_spots_over_body,chills,,,,,,,,Dengue
chills,skin_rash,nausea,,,,,,,,,,,,,,,Dengue
muscle_pain,chills,malaise,vomiting,pain_behind_the_eyes,headache,loss_of_appetite,skin_rash,joint_pain,high_fever,red_spots_over_body,nausea,fatigue,,,,,Dengue
fatigue,red_spots_over_body,chills,muscle_pain,back_pain,loss_of_appetite,high_fever,headache,skin_rash,nausea,joint_pain,malaise,vomiting,pain_behind_the_eyes,,,,Dengue
vomiting,high_fever,muscle_pain,back_pain,nausea,,,,,,,,,,,,,Dengue
muscle_pain,skin_rash,back_pain,joint_pain,nausea,malaise,pain_behind_the_eyes,headache,fatigue,loss_of_appetite,,,,,,,,Dengue
muscle_pain,headache,malaise,skin_rash,loss_of_appetite,fatigue,high_fever,pain_behind_the_eyes,red_spots_over_body,back_pain,,,,,,,,Dengue
pain_behind_the_eyes,back_pain,high_fever,malaise,chills,joint_pain,,,,,,,,,,,,Dengue
red_spots_over_body,skin_rash,high_fever,headache,loss_of_appetite,joint_pain,back_pain,,,,,,,,,,,Dengue
pain_behind_the_eyes,chills,fatigue,high_fever,skin_rash,,,,,,,,,,,,,Dengue
headache,chills,nausea,vomiting,high_fever,malaise,fatigue,,,,,,,,,,,Dengue
loss_of_appetite,fatigue,joint_pain,chills,high_fever,skin_rash,,,,,,,,,,,,Dengue
chills,nausea,loss_of_appetite,skin_rash,muscle_pain,malaise,,,,,,,,,,,,Dengue
vomiting,high_fever,nausea,loss_of_appetite,fatigue,,,,,,,,,,,,,Dengue
joint_pain,muscle_pain,chills,loss_of_appetite,red_spots_over_body,vomiting,skin_rash,back_pain,,,,,,,,,,Dengue
malaise,loss_of_appetite,chills,skin_rash,fatigue,back_pain,red_spots_over_body,joint_pain,vomiting,,,,,,,,,Dengue
chills,loss_of_appetite,back_pain,,,,,,,,,,,,,,,Dengue
fatigue,skin_rash,pain_behind_the_eyes,red_spots_over_body,vomiting,high_fever,malaise,chills,joint_pain,loss_of_appetite,back_pain,headache,muscle_pain,nausea,,,,Dengue
joint_pain,fatigue,chills,skin_rash,pain_behind_the_eyes,,,,,,,,,,,,,Dengue
loss_of_appetite,chills,vomiting,red_spots_over_body,high_fever,back_pain,pain_behind_the_eyes,joint_pain,muscle_pain,headache,nausea,,,,,,,Dengue
chills,fatigue,pain_behind_the_eyes,high_fever,loss_of_appetite,,,,,,,,,,,,,Dengue
skin_rash,joint_pain,red_spots_over_body,nausea,malaise,chills,headache,pain_behind_the_eyes,back_pain,vomiting,,,,,,,,Dengue
joint_pain,malaise,pain_behind_the_eyes,muscle_pain,nausea,high_fever,fatigue,red_spots_over_body,chills,,,,,,,,,Dengue
muscle_pain,back_pain,loss_of_appetite,chills,nausea,joint_pain,red_spots_over_body,headache,high_fever,vomiting,skin_rash,pain_behind_the_eyes,malaise,fatigue,,,,Dengue
high_fever,belly_pain,fatigue,headache,diarrhoea,toxic_look_(typhos),vomiting,constipation,abdominal_pain,nausea,,,,,,,,Typhoid
chills,vomiting,abdominal_pain,toxic_look_(typhos),fatigue,high_fever,nausea,diarrhoea,headache,constipation,,,,,,,,Typhoid
diarrhoea,vomiting,constipation,toxic_look_(typhos),fatigue,,,,,,,,,,,,,Typhoid
belly_pain,vomiting,headache,abdominal_pain,high_fever,diarrhoea,constipation,toxic_look_(typhos),fatigue,chills,nausea,,,,,,,Typhoid
constipation,vomiting,nausea,high_fever,belly_pain,diarrhoea,headache,abdominal_pain,toxic_look_(typhos),fatigue,,,,,,,,Typhoid
high_fever,fatigue,vomiting,abdominal_pain,chills,headache,nausea,belly_pain,diarrhoea,constipation,toxic_look_(typhos),,,,,,,Typhoid
headache,constipation,vomiting,diarrhoea,nausea,,,,,,,,,,,,,Typhoid
nausea,abdominal_pain,chills,vomiting,toxic_look_(typhos),constipation,headache,diarrhoea,high_fever,,,,,,,,,Typhoid
abdominal_pain,diarrhoea,headache,constipation,toxic_look_(typhos),,,,,,,,,,,,,Typhoid
high_fever,belly_pain,nausea,headache,abdominal_pain,diarrhoea,fatigue,toxic_look_(typhos),constipation,vomiting,,,,,,,,Typhoid
toxic_look_(typhos),chills,diarrhoea,constipation,,,,,,,,,,,,,,Typhoid
headache,chills,nausea,toxic_look_(typhos),abdominal_pain,,,,,,,,,,,,,Typhoid
nausea,vomiting,headache,chills,toxic_look_(typhos),high_fever,diarrhoea,belly_pain,fatigue,constipation,abdominal_pain,,,,,,,Typhoid
constipation,belly_pain,diarrhoea,high_fever,nausea,vomiting,abdominal_pain,toxic_look_(typhos),chills,,,,,,,,,Typhoid
constipation,nausea,belly_pain,fatigue,abdominal_pain,toxic_look_(typhos),vomiting,headache,chills,diarrhoea,high_fever,,,,,,,Typhoid
abdominal_pain,constipation,fatigue,vomiting,belly_pain,,,,,,,,,,,,,Typhoid
abdominal_pain,toxic_look_(typhos),constipation,fatigue,high_fever,headache,diarrhoea,nausea,vomiting,,,,,,,,,Typhoid
high_fever,fatigue,constipation,chills,headache,belly_pain,vomiting,toxic_look_(typhos),,,,,,,,,,Typhoid
diarrhoea,toxic_look_(typhos),nausea,chills,abdominal_pain,headache,high_fever,fatigue,constipation,,,,,,,,,Typhoid
vomiting,fatigue,diarrhoea,headache,high_fever,abdominal_pain,chills,nausea,constipation,belly_pain,,,,,,,,Typhoid
belly_pain,diarrhoea,headache,chills,,,,,,,,,,,,,,Typhoid
diarrhoea,chills,abdominal_pain,belly_pain,headache,high_fever,constipation,fatigue,,,,,,,,,,Typhoid
nausea,headache,toxic_look_(typhos),fatigue,chills,belly_pain,diarrhoea,abdominal_pain,high_fever,,,,,,,,,Typhoid
chills,abdominal_pain,fatigue,belly_pain,nausea,diarrhoea,headache,,,,,,,,,,,Typhoid
headache,abdominal_pain,vomiting,,,,,,,,,,,,,,,Typhoid
diarrhoea,vomiting,headache,belly_pain,toxic_look_(typhos),,,,,,,,,,,,,Typhoid
headache,belly_pain,chills,vomiting,toxic_look_(typhos),abdominal_pain,constipation,,,,,,,,,,,Typhoid
belly_pain,abdominal_pain,nausea,fatigue,toxic_look_(typhos),,,,,,,,,,,,,Typhoid
abdominal_pain,fatigue,diarrhoea,chills,toxic_look_(typhos),belly_pain,,,,,,,,,,,,Typhoid
toxic_look_(typhos),fatigue,abdominal_pain,constipation,diarrhoea,,,,,,,,,,,,,Typhoid
high_fever,abdominal_pain,fatigue,belly_pain,headache,nausea,diarrhoea,chills,constipation,,,,,,,,,Typhoid
vomiting,chills,fatigue,abdominal_pain,high_fever,constipation,diarrhoea,,,,,,,,,,,Typhoid
diarrhoea,high_fever,constipation,belly_pain,toxic_look_(typhos),fatigue,vomiting,abdominal_pain,chills,headache,,,,,,,,Typhoid
constipation,nausea,diarrhoea,chills,abdominal_pain,headache,fatigue,high_fever,toxic_look_(typhos),vomiting,,,,,,,,Typhoid
headache,belly_pain,vomiting,toxic_look_(typhos),nausea,abdominal_pain,high_fever,constipation,,,,,,,,,,Typhoid
belly_pain,toxic_look_(typhos),high_fever,nausea,abdominal_pain,constipation,,,,,,,,,,,,Typhoid
nausea,diarrhoea,chills,toxic_look_(typhos),constipation,,,,,,,,,,,,,Typhoid
chills,constipation,vomiting,diarrhoea,,,,,,,,,,,,,,Typhoid
nausea,high_fever,headache,diarrhoea,vomiting,chills,belly_pain,abdominal_pain,toxic_look_(typhos),fatigue,,,,,,,,Typhoid
vomiting,belly_pain,fatigue,constipation,,,,,,,,,,,,,,Typhoid
vomiting,fatigue,headache,diarrhoea,high_fever,,,,,,,,,,,,,Typhoid
belly_pain,abdominal_pain,headache,constipation,,,,,,,,,,,,,,Typhoid
headache,fatigue,vomiting,belly_pain,constipation,chills,high_fever,abdominal_pain,,,,,,,,,,Typhoid
chills,headache,toxic_look_(typhos),fatigue,high_fever,belly_pain,constipation,vomiting,,,,,,,,,,Typhoid
fatigue,abdominal_pain,vomiting,belly_pain,headache,high_fever,diarrhoea,chills,constipation,,,,,,,,,Typhoid
vomiting,chills,belly_pain,diarrhoea,headache,nausea,fatigue,,,,,,,,,,,Typhoid
chills,abdominal_pain,fatigue,belly_pain,toxic_look_(typhos),nausea,high_fever,diarrhoea,constipation,vomiting,,,,,,,,Typhoid
